id,title,classification,century,culture,image_path
231425,Saint Fabian,Paintings,15th century,Roman,images/Roman/Paintings/231425.jpg
231666,Still Life of Fruits,Paintings,17th century,Roman,images/Roman/Paintings/231666.jpg
232058,"Allegorical Figures of Counsel, Splendor of Name, Nobility, Dignity, and Merit",Paintings,18th century,Roman,images/Roman/Paintings/232058.jpg
50822,Sarcophagus Sections with Men Fighting Amazons,Sculpture,3rd century CE,Roman,images/Roman/Sculpture/50822.jpg
77786,Head of a Woman,Sculpture,2nd-3rd century CE,Roman,images/Roman/Sculpture/77786.jpg
92095,Small Marble Head of a Female,Sculpture,4th century CE,Roman,images/Roman/Sculpture/92095.jpg
146560,Small Head of a Bearded God,Sculpture,1st-2nd century CE,Roman,images/Roman/Sculpture/146560.jpg
148028,Fragmentary Head,Sculpture,,Roman,images/Roman/Sculpture/148028.jpg
148245,Bearded Head,Sculpture,1st-3rd century CE,Roman,images/Roman/Sculpture/148245.jpg
168938,Statue of a Young Boy Running,Sculpture,2nd century CE,Roman,images/Roman/Sculpture/168938.jpg
186175,Head of a Man,Sculpture,3rd-4th century CE,Roman,images/Roman/Sculpture/186175.jpg
192079,Replica of Mt. Argaeus,Sculpture,1st-5th century CE,Roman,images/Roman/Sculpture/192079.jpg
293404,Head of a Weeping Man,Sculpture,3rd-2nd century BCE,Roman,images/Roman/Sculpture/293404.jpg
293462,Female Head,Sculpture,1st century CE,Roman,images/Roman/Sculpture/293462.jpg
299905,Draped Arm from a Statuette,Sculpture,1st century BCE-3rd century CE,Roman,images/Roman/Sculpture/299905.jpg
303663,Muse,Sculpture,1st century BCE-2nd century CE,Roman,images/Roman/Sculpture/303663.jpg
303798,Arrow-Shaped Openwork Ornament,Sculpture,2nd-6th century,Roman,images/Roman/Sculpture/303798.jpg
303887,Dwarf or Pygmy,Sculpture,3rd century BCE-3rd century CE,Roman,images/Roman/Sculpture/303887.jpg
303991,Female Figure Holding Scroll and Lyre,Sculpture,Unidentified century,Roman,images/Roman/Sculpture/303991.jpg
304074,Aphrodite Holding Mirror and Apple,Sculpture,1st century BCE,Roman,images/Roman/Sculpture/304074.jpg
304236,Child at Play,Sculpture,1st century BCE-1st century CE,Roman,images/Roman/Sculpture/304236.jpg
310532,Mouse,Sculpture,1st-4th century CE,Roman,images/Roman/Sculpture/310532.jpg
226126,Diptych of Consul Baldricus,Sculpture,20th century,Roman,images/Roman/Sculpture/226126.jpg
288971,Statuette of Aphrodite,Sculpture,2nd century BCE,Roman,images/Roman/Sculpture/288971.jpg
291100,Head of a Man,Sculpture,2nd century BCE-1st  century CE,Roman,images/Roman/Sculpture/291100.jpg
291333,"Head of a Young God or Hero, copy after a 2nd century BC type",Sculpture,1st millennium BCE-1st millenium CE,Roman,images/Roman/Sculpture/291333.jpg
291709,Fragment of a Small Head of a Woman,Sculpture,4th-5th century CE,Roman,images/Roman/Sculpture/291709.jpg
292647,"Torso of an Athlete, Hero (Meleager) or a Young God (Hermes?), after a 4th century BC Greek original in the Polykleitan style",Sculpture,4th century BCE,Roman,images/Roman/Sculpture/292647.jpg
289146,Finger,Sculpture,4th-1st century BCE,Roman,images/Roman/Sculpture/289146.jpg
292061,"Head of a Woman, copy after a Graeco-Roman type based on Greek original of 4th century BC",Sculpture,3rd century BCE-1st century CE,Roman,images/Roman/Sculpture/292061.jpg
168837,Female Terracotta Head,Sculpture,3rd-1st century BCE,Roman,images/Roman/Sculpture/168837.jpg
304637,Eagle,Sculpture,3rd-5th century CE,Roman,images/Roman/Sculpture/304637.jpg
147295,Portrait Bust of a Woman,Sculpture,3rd century CE,Roman,images/Roman/Sculpture/147295.jpg
191415,Phallus with Greek Inscription to Hermes,Sculpture,2nd-3rd century CE,Roman,images/Roman/Sculpture/191415.jpg
287968,Medallion Portrait of Menander,Sculpture,4th century CE,Roman,images/Roman/Sculpture/287968.jpg
191414,Togatus,Sculpture,1st-2nd century CE,Roman,images/Roman/Sculpture/191414.jpg
193661,Votive Finger,Sculpture,,Roman,images/Roman/Sculpture/193661.jpg
191799,Statuette of Aphrodite,Sculpture,1st-3rd century CE,Roman,images/Roman/Sculpture/191799.jpg
178189,Harpocrates,Sculpture,2nd century CE,Roman,images/Roman/Sculpture/178189.jpg
288701,Relief Fragment of a Head,Sculpture,3rd-4th century CE,Roman,images/Roman/Sculpture/288701.jpg
289841,Fragment of a female hand and wrist from a statue,Sculpture,1st-5th century CE,Roman,images/Roman/Sculpture/289841.jpg
287856,Capitoline Wolf with Romulus and Remus,Sculpture,3rd-2nd century BCE,Roman,images/Roman/Sculpture/287856.jpg
293487,Relief Fragment of a Herm,Sculpture,1st century CE,Roman,images/Roman/Sculpture/293487.jpg
303589,Cupid,Sculpture,1st century BCE-3rd century CE,Roman,images/Roman/Sculpture/303589.jpg
311337,Diana,Sculpture,1st century BCE-2nd century CE,Roman,images/Roman/Sculpture/311337.jpg
214856,Torso of a Satyr,Sculpture,2nd-6th century,Roman,images/Roman/Sculpture/214856.jpg
290893,Ithyphallic Herm of a Beardless Youth,Sculpture,3rd century BCE-3rd century CE,Roman,images/Roman/Sculpture/290893.jpg
304021,Bearded Man with Animal,Sculpture,Unidentified century,Roman,images/Roman/Sculpture/304021.jpg
290572,Handle of a Sanctuary Lamp,Sculpture,1st century BCE,Roman,images/Roman/Sculpture/290572.jpg
304588,Head of a Goat,Sculpture,1st century BCE-1st century CE,Roman,images/Roman/Sculpture/304588.jpg
148258,Small Grotesque Head,Sculpture,2nd century BCE-1st  century CE,Roman,images/Roman/Sculpture/148258.jpg
178377,Cupid and Psyche,Sculpture,2nd century CE,Roman,images/Roman/Sculpture/178377.jpg
288999,Head of a Panther,Sculpture,3rd-4th century CE,Roman,images/Roman/Sculpture/288999.jpg
290894,Statuette of a Female Figure Wearing a Kalathos,Sculpture,1st century BCE-2nd century CE,Roman,images/Roman/Sculpture/290894.jpg
288377,Head of a Goat,Sculpture,1st century BCE-1st century CE,Roman,images/Roman/Sculpture/288377.jpg
226127,Poets and Muses,Sculpture,20th century,Roman,images/Roman/Sculpture/226127.jpg
293421,Spear carrier sarcophagus fragment,Sculpture,1st-2nd century CE,Roman,images/Roman/Sculpture/293421.jpg
193662,Terracotta Foot Fragment (Votive?),Sculpture,,Roman,images/Roman/Sculpture/193662.jpg
302057,Head of a Lynx with Open Mouth,Sculpture,1st-3rd century CE,Roman,images/Roman/Sculpture/302057.jpg
191777,Terracotta Group of the Ephesian Artemis,Sculpture,2nd century CE,Roman,images/Roman/Sculpture/191777.jpg
291541,Marble Fragment with Floral Relief Decoration,Sculpture,3rd-4th century CE,Roman,images/Roman/Sculpture/291541.jpg
304222,Woman with Diadem,Sculpture,Unidentified century,Roman,images/Roman/Sculpture/304222.jpg
291642,Small Statuette of a Goddess,Sculpture,1st century BCE,Roman,images/Roman/Sculpture/291642.jpg
288989,Tragic Mask,Sculpture,1st century BCE-1st century CE,Roman,images/Roman/Sculpture/288989.jpg
226129,"Diptych of Consul Philoxenus, 525 AD",Sculpture,20th century,Roman,images/Roman/Sculpture/226129.jpg
300028,Aphrodite Wearing a Bird Headdress,Sculpture,2nd-3rd century CE,Roman,images/Roman/Sculpture/300028.jpg
293461,Sarcophagus fragment with horse's head,Sculpture,1st-2nd century CE,Roman,images/Roman/Sculpture/293461.jpg
292842,Fragment of a Relief,Sculpture,,Roman,images/Roman/Sculpture/292842.jpg
304043,Part of a Foot from a Large Statuette,Sculpture,1st-3rd century CE,Roman,images/Roman/Sculpture/304043.jpg
300000,Cupid in Flight,Sculpture,2nd century CE,Roman,images/Roman/Sculpture/300000.jpg
292064,Fragment of a Relief,Sculpture,3rd-4th century CE,Roman,images/Roman/Sculpture/292064.jpg
311091,Emperor Tiberius,Sculpture,1st century CE,Roman,images/Roman/Sculpture/311091.jpg
289092,Fragment of a Fist,Sculpture,1st century BCE-3rd century CE,Roman,images/Roman/Sculpture/289092.jpg
291334,Aphrodite Adjusting Her Sandal,Sculpture,1st century BCE-2nd century CE,Roman,images/Roman/Sculpture/291334.jpg
292063,Headless Statue of a Draped Woman,Sculpture,4th century BCE,Roman,images/Roman/Sculpture/292063.jpg
303389,Emperor Trajan,Sculpture,2nd century CE,Roman,images/Roman/Sculpture/303389.jpg
226204,Replica of Stilicho and Serena Diptych,Sculpture,20th century,Roman,images/Roman/Sculpture/226204.jpg
216269,"Head from a Small Portrait, a Statue of a Woman, or a Small Statue of the Good Shepherd",Sculpture,4th-5th century CE,Roman,images/Roman/Sculpture/216269.jpg
312121,Bust of Antonia the Younger,Sculpture,1st century CE,Roman,images/Roman/Sculpture/312121.jpg
291840,Demeter and Persephone Enthroned with Iacchos,Sculpture,1st century BCE-3rd century CE,Roman,images/Roman/Sculpture/291840.jpg
292172,Fragment of a Decorative Relief,Sculpture,1st century BCE-2nd century CE,Roman,images/Roman/Sculpture/292172.jpg
304472,"TERRACOTTA EX-VOTO FRAGMENT OF A FOOT, SITE NEAR PONTE DI NONA, VIA PRAENESTINA, ROMAN CAMPAGNA",Sculpture,,Roman,images/Roman/Sculpture/304472.jpg
304104,Cupid,Sculpture,1st-3rd century CE,Roman,images/Roman/Sculpture/304104.jpg
304315,Head of a Woman,Sculpture,2nd century CE,Roman,images/Roman/Sculpture/304315.jpg
287542,Figure of Nike (upper part),Sculpture,1st century CE,Roman,images/Roman/Sculpture/287542.jpg
310806,"Bust of Julius Caesar, cast from the original in the Vatican",Sculpture,,Roman,images/Roman/Sculpture/310806.jpg
304146,Bacchus Leaning on a Column,Sculpture,1st-3rd century CE,Roman,images/Roman/Sculpture/304146.jpg
332182,Cinerarium (ash urn),Sculpture,2nd century CE,Roman,images/Roman/Sculpture/332182.jpg
291712,Fragment of a Cinerarium,Sculpture,1st century CE,Roman,images/Roman/Sculpture/291712.jpg
4842,Portrait of the Greek Orator Demosthenes,Sculpture,1st century BCE-2nd century CE,Roman,images/Roman/Sculpture/4842.jpg
218098,Venus with Apple,Sculpture,1st century BCE,Roman,images/Roman/Sculpture/218098.jpg
289234,Head of Hermes,Sculpture,1st century BCE-1st century CE,Roman,images/Roman/Sculpture/289234.jpg
226205,Leaf of Diptych with Rome,Sculpture,20th century,Roman,images/Roman/Sculpture/226205.jpg
290846,"Statuette of a Hydrophoros or ""Water Bearer""",Sculpture,1st century BCE-1st century CE,Roman,images/Roman/Sculpture/290846.jpg
226206,Diptych of Consul Lampadius or Lamadius (?),Sculpture,20th century,Roman,images/Roman/Sculpture/226206.jpg
293403,Fragmentary head with smiling face,Sculpture,3rd century CE,Roman,images/Roman/Sculpture/293403.jpg
301885,Hand from a Large Sculpture,Sculpture,2nd-3rd century CE,Roman,images/Roman/Sculpture/301885.jpg
299906,Standing Bull,Sculpture,1st-2nd century CE,Roman,images/Roman/Sculpture/299906.jpg
228850,Relief Head of Eros,Sculpture,,Roman,images/Roman/Sculpture/228850.jpg
304272,Herakles,Sculpture,1st-3rd century CE,Roman,images/Roman/Sculpture/304272.jpg
287351,Fragment of a Palmyrene Head,Sculpture,2nd century CE,Roman,images/Roman/Sculpture/287351.jpg
292052,"Head of a Young Divinity, Hero or Athlete, copy after a Greek prototype, c. 400-350 BC",Sculpture,1st century CE,Roman,images/Roman/Sculpture/292052.jpg
292321,"Part of a Head of a Bearded God, Archaistic and Neo-Attic type",Sculpture,1st century BCE-1st century CE,Roman,images/Roman/Sculpture/292321.jpg
226237,Situla with Madonna and Four Evangelists,Sculpture,20th century,Roman,images/Roman/Sculpture/226237.jpg
304105,Cupid with Arms Raised,Sculpture,3rd century CE,Roman,images/Roman/Sculpture/304105.jpg
301887,"Lifesize Hand, Clenched with Thumb Protruding",Sculpture,2nd-3rd century CE,Roman,images/Roman/Sculpture/301887.jpg
303674,Youthful Hero or God,Sculpture,1st-2nd century CE,Roman,images/Roman/Sculpture/303674.jpg
286844,"TERRA COTTA EX-VOTO, FRAGMENT OF A TOE, FROM VEII.",Sculpture,,Roman,images/Roman/Sculpture/286844.jpg
304282,Fragment of a Foot,Sculpture,1st-3rd century CE,Roman,images/Roman/Sculpture/304282.jpg
287361,Support of a Table or Basin,Sculpture,2nd century CE,Roman,images/Roman/Sculpture/287361.jpg
292110,"Small Female Head, copy of a Hellenistic original of c. 200 BC",Sculpture,1st century CE,Roman,images/Roman/Sculpture/292110.jpg
287352,Decorative Relief: Hermes and the Infant Dionysos,Sculpture,1st century BCE,Roman,images/Roman/Sculpture/287352.jpg
292394,Man or Actor Riding a Donkey,Sculpture,1st century BCE-1st century CE,Roman,images/Roman/Sculpture/292394.jpg
226256,Leaf of a Diptych with Constantinople,Sculpture,20th century,Roman,images/Roman/Sculpture/226256.jpg
219621,"Portrait Bust of a Man, probably the emperor Balbinus (reigned 238 AD)",Sculpture,3rd century CE,Roman,images/Roman/Sculpture/219621.jpg
301888,Head of Apollo,Sculpture,2nd-3rd century CE,Roman,images/Roman/Sculpture/301888.jpg
303907,Dancing Lar (Protective Spirit),Sculpture,1st-2nd century CE,Roman,images/Roman/Sculpture/303907.jpg
286898,"TERRA COTTA EX-VOTO FRAGMENT OF A LEG?, FROM VEII.",Sculpture,,Roman,images/Roman/Sculpture/286898.jpg
304529,Herakles,Sculpture,1st-3rd century CE,Roman,images/Roman/Sculpture/304529.jpg
287370,Emperor Lucius Verus,Sculpture,2nd century CE,Roman,images/Roman/Sculpture/287370.jpg
198886,"Fragment of a Dionysiac Relief, Pan and Silenus in a Rustic Setting",Sculpture,1st century CE,Roman,images/Roman/Sculpture/198886.jpg
288895,Portrait Head of a Male,Sculpture,1st century BCE,Roman,images/Roman/Sculpture/288895.jpg
292209,"Lower Portion of a Standing Statue, A Duck or Small Goose at the (Right) Side",Sculpture,1st century BCE-1st century CE,Roman,images/Roman/Sculpture/292209.jpg
226257,Diptych with Aesculapias,Sculpture,20th century,Roman,images/Roman/Sculpture/226257.jpg
287004,Small Head of a Boy,Sculpture,3rd century CE,Roman,images/Roman/Sculpture/287004.jpg
303822,Mercury,Sculpture,2nd-3rd century CE,Roman,images/Roman/Sculpture/303822.jpg
304387,Hephaistos,Sculpture,1st-2nd century CE,Roman,images/Roman/Sculpture/304387.jpg
287453,"TERRACOTTA EX-VOTO FRAGMENT OF A FOOT, SITE NEAR PONTE DI NONA, VIA PRAENESTINA, ROMAN CAMPAGNA",Sculpture,,Roman,images/Roman/Sculpture/287453.jpg
310299,Flying Eros,Sculpture,1st-3rd century CE,Roman,images/Roman/Sculpture/310299.jpg
287375,Fragment of Sarcophagus Relief,Sculpture,2nd century CE,Roman,images/Roman/Sculpture/287375.jpg
303821,Mercury,Sculpture,1st century CE,Roman,images/Roman/Sculpture/303821.jpg
289267,Head of a Man,Sculpture,1st century BCE,Roman,images/Roman/Sculpture/289267.jpg
287384,Stele of a Woman,Sculpture,2nd century CE,Roman,images/Roman/Sculpture/287384.jpg
226604,"Replica of leaf of a 3rd-4th century Roman diptych, Priestess before an Altar",Sculpture,20th century,Roman,images/Roman/Sculpture/226604.jpg
287011,Fragment of a Sarcophagus Lid: Animal Fight,Sculpture,3rd century CE,Roman,images/Roman/Sculpture/287011.jpg
304072,The Moon God Mên,Sculpture,2nd-3rd century CE,Roman,images/Roman/Sculpture/304072.jpg
304520,Aphrodite Anadyomene,Sculpture,1st-2nd century CE,Roman,images/Roman/Sculpture/304520.jpg
287454,"TERRACOTTA EX-VOTO HAND, SITE NEAR PONTE DI NONA, VIA PRAENESTINA, ROMAN CAMPAGNA",Sculpture,,Roman,images/Roman/Sculpture/287454.jpg
311351,Child at Play,Sculpture,1st-3rd century CE,Roman,images/Roman/Sculpture/311351.jpg
288853,Head of Dionysos,Sculpture,2nd century CE,Roman,images/Roman/Sculpture/288853.jpg
292649,Head of a Child or Eros,Sculpture,1st century BCE,Roman,images/Roman/Sculpture/292649.jpg
289238,"Lower Part of a Votive Statuette of Asklepios, copy of Greek original of 4th century BC",Sculpture,2nd century CE,Roman,images/Roman/Sculpture/289238.jpg
287444,The Moon God Mên,Sculpture,3rd century CE,Roman,images/Roman/Sculpture/287444.jpg
304103,Venus Anadyomene,Sculpture,2nd-3rd century CE,Roman,images/Roman/Sculpture/304103.jpg
286835,Sepulchral Altar of Lucretia Prima,Sculpture,1st-2nd century CE,Roman,images/Roman/Sculpture/286835.jpg
287455,Ex-voto Head,Sculpture,,Roman,images/Roman/Sculpture/287455.jpg
311851,Mercury,Sculpture,1st-3rd century CE,Roman,images/Roman/Sculpture/311851.jpg
289261,Relief of the Graeco-Roman Figural-Landscape Type,Sculpture,2nd century CE,Roman,images/Roman/Sculpture/289261.jpg
291279,Head of a Warrior from a Sarcophagus,Sculpture,3rd century CE,Roman,images/Roman/Sculpture/291279.jpg
304145,Venus,Sculpture,2nd-3rd century CE,Roman,images/Roman/Sculpture/304145.jpg
287007,Head of a Lady,Sculpture,1st-2nd century CE,Roman,images/Roman/Sculpture/287007.jpg
287489,Siren,Sculpture,,Roman,images/Roman/Sculpture/287489.jpg
221580,Odysseus and the Ram,Sculpture,1st-3rd century CE,Roman,images/Roman/Sculpture/221580.jpg
146458,Lead Sealing,Seals,,Roman,images/Roman/Seals/146458.jpg
146459,Amulet,Seals,,Roman,images/Roman/Seals/146459.jpg
146781,Lead Sealing,Seals,,Roman,images/Roman/Seals/146781.jpg
146782,Lead Sealing,Seals,,Roman,images/Roman/Seals/146782.jpg
146784,Lead Sealing,Seals,,Roman,images/Roman/Seals/146784.jpg
291313,Seal Fragment with Beared Male Head Facing Left,Seals,2nd-3rd century CE,Roman,images/Roman/Seals/291313.jpg
53745,Bowl,Vessels,1st-2nd century CE,Roman,images/Roman/Vessels/53745.jpg
53746,Jug,Vessels,4th-5th century CE,Roman,images/Roman/Vessels/53746.jpg
54142,Jug,Vessels,1st-3rd century CE,Roman,images/Roman/Vessels/54142.jpg
54143,Bottle,Vessels,4th century CE,Roman,images/Roman/Vessels/54143.jpg
54194,Feeding Bottle,Vessels,3rd-4th century CE,Roman,images/Roman/Vessels/54194.jpg
56974,One-handled Flask with Decorative Appliqués,Vessels,2nd-3rd century CE,Roman,images/Roman/Vessels/56974.jpg
57459,Quadruple Unguentarium (cosmetic bottle),Vessels,4th-6th century,Roman,images/Roman/Vessels/57459.jpg
77357,Cylindrical Vial,Vessels,,Roman,images/Roman/Vessels/77357.jpg
77998,Bottle,Vessels,2nd-4th century CE,Roman,images/Roman/Vessels/77998.jpg
91875,Bottle,Vessels,1st century CE,Roman,images/Roman/Vessels/91875.jpg
165208,Jug,Vessels,1st millennium BCE-1st millenium CE,Roman,images/Roman/Vessels/165208.jpg
174992,Piriform Unguentarium,Vessels,1st century BCE-1st century CE,Roman,images/Roman/Vessels/174992.jpg
175190,Twisted Amphora Handle,Vessels,4th-1st century BCE,Roman,images/Roman/Vessels/175190.jpg
178405,Boar-Shaped Vessel Attachment or Mount,Vessels,1st-4th century CE,Roman,images/Roman/Vessels/178405.jpg
178611,Cinerarium with Lid,Vessels,3rd century CE,Roman,images/Roman/Vessels/178611.jpg
191508,Tripod Ornament in the Form of Bacchus,Vessels,2nd-5th century CE,Roman,images/Roman/Vessels/191508.jpg
192082,Needle Case with Incised Animals,Vessels,5th century,Roman,images/Roman/Vessels/192082.jpg
304185,Bowl with Curled Handle,Vessels,17th-20th century,Roman,images/Roman/Vessels/304185.jpg
304192,Ledge Handle with Rams' Heads on Sides,Vessels,1st century BCE,Roman,images/Roman/Vessels/304192.jpg
287137,Stamped Amphora Handle,Vessels,2nd century CE,Roman,images/Roman/Vessels/287137.jpg
288740,Jug,Vessels,3rd-7th century,Roman,images/Roman/Vessels/288740.jpg
288769,Miniature Flask,Vessels,5th-6th century,Roman,images/Roman/Vessels/288769.jpg
292364,Cinerarium with Human Remains,Vessels,1st century BCE-2nd century CE,Roman,images/Roman/Vessels/292364.jpg
292422,Unguentarium (cosmetic bottle),Vessels,1st millennium CE,Roman,images/Roman/Vessels/292422.jpg
304110,"Jug Handle, Terminating in a Lotus Bud",Vessels,4th-3rd century BCE,Roman,images/Roman/Vessels/304110.jpg
292499,Bowl,Vessels,1st-5th century CE,Roman,images/Roman/Vessels/292499.jpg
292567,Alabastron (perfume bottle),Vessels,2nd-1st century BCE,Roman,images/Roman/Vessels/292567.jpg
186124,Mottled One-handled Jug,Vessels,2nd century BCE-1st  century CE,Roman,images/Roman/Vessels/186124.jpg
304015,Vessel Attachment in the Form of a Snake with Two Heads,Vessels,4th century BCE-4th century CE,Roman,images/Roman/Vessels/304015.jpg
56813,Unguentarium (cosmetic bottle),Vessels,1st-2nd century CE,Roman,images/Roman/Vessels/56813.jpg
91874,Double Unguentarium (cosmetic bottle),Vessels,4th-5th century CE,Roman,images/Roman/Vessels/91874.jpg
54144,Candlestick Unguentarium (cosmetic bottle),Vessels,1st-3rd century CE,Roman,images/Roman/Vessels/54144.jpg
292306,Bottle,Vessels,4th century CE,Roman,images/Roman/Vessels/292306.jpg
77660,Feeding Bottle,Vessels,3rd-4th century CE,Roman,images/Roman/Vessels/77660.jpg
311131,Balsamarium (Incense Burner) in the Shape of a Bust of Bacchus,Vessels,2nd-3rd century CE,Roman,images/Roman/Vessels/311131.jpg
288237,Two-handled Amphoriskos,Vessels,4th-6th century,Roman,images/Roman/Vessels/288237.jpg
77931,Cylindrical Vial,Vessels,,Roman,images/Roman/Vessels/77931.jpg
77999,Light green squared bottle,Vessels,2nd-4th century CE,Roman,images/Roman/Vessels/77999.jpg
92048,Candlestick Unguentarium (cosmetic bottle),Vessels,1st century CE,Roman,images/Roman/Vessels/92048.jpg
304232,Miniature Pitcher,Vessels,1st millennium BCE-1st millenium CE,Roman,images/Roman/Vessels/304232.jpg
175057,Piriform Unguentarium,Vessels,1st century BCE-1st century CE,Roman,images/Roman/Vessels/175057.jpg
290269,Bottle,Vessels,2nd-5th century CE,Roman,images/Roman/Vessels/290269.jpg
287138,Stamped Amphora Handle,Vessels,2nd century CE,Roman,images/Roman/Vessels/287138.jpg
77927,Unguentarium (cosmetic bottle),Vessels,1st-2nd century CE,Roman,images/Roman/Vessels/77927.jpg
288964,Footed Dish,Vessels,4th-5th century CE,Roman,images/Roman/Vessels/288964.jpg
78284,Candlestick Unguentarium (cosmetic bottle),Vessels,1st-3rd century CE,Roman,images/Roman/Vessels/78284.jpg
147113,Oval Bottom of an Early Roman Ceramic Unguentarium,Vessels,,Roman,images/Roman/Vessels/147113.jpg
92090,Aryballos (oil bottle),Vessels,2nd-4th century CE,Roman,images/Roman/Vessels/92090.jpg
92097,Candlestick Unguentarium (cosmetic bottle),Vessels,1st century CE,Roman,images/Roman/Vessels/92097.jpg
288770,Miniature Flask,Vessels,5th-6th century,Roman,images/Roman/Vessels/288770.jpg
292954,Bottle,Vessels,3rd-4th century CE,Roman,images/Roman/Vessels/292954.jpg
221551,Handle in the Form of a Leopard,Vessels,2nd-3rd century CE,Roman,images/Roman/Vessels/221551.jpg
292952,Bottle,Vessels,1st-4th century CE,Roman,images/Roman/Vessels/292952.jpg
339563,Bulbous Beaker with Ivy Tendrils,Vessels,3rd century CE,Roman,images/Roman/Vessels/339563.jpg
288693,Tumbler,Vessels,3rd-4th century CE,Roman,images/Roman/Vessels/288693.jpg
287135,Stamped Amphora Handle,Vessels,2nd-3rd century CE,Roman,images/Roman/Vessels/287135.jpg
289197,Campanian Askos,Vessels,,Roman,images/Roman/Vessels/289197.jpg
148432,Unguentarium (cosmetic bottle),Vessels,2nd-4th century CE,Roman,images/Roman/Vessels/148432.jpg
187776,Small Deep Redware Bowl,Vessels,1st century CE,Roman,images/Roman/Vessels/187776.jpg
187779,Pedestalled Deep Redware Bowl,Vessels,1st century BCE-1st century CE,Roman,images/Roman/Vessels/187779.jpg
292971,Unguentarium (perfume bottle),Vessels,1st-4th century CE,Roman,images/Roman/Vessels/292971.jpg
290708,Stamped Amphora Handle,Vessels,3rd century CE,Roman,images/Roman/Vessels/290708.jpg
288169,Kantharos,Vessels,1st century BCE,Roman,images/Roman/Vessels/288169.jpg
287445,Stamped Amphora Handle,Vessels,2nd century CE,Roman,images/Roman/Vessels/287445.jpg
288736,Sprinkler Flask,Vessels,3rd-4th century CE,Roman,images/Roman/Vessels/288736.jpg
287136,Stamped Amphora Handle,Vessels,2nd-3rd century CE,Roman,images/Roman/Vessels/287136.jpg
289441,Neck and Shoulder of a Large Black and Yellow Vessel,Vessels,,Roman,images/Roman/Vessels/289441.jpg
304246,Vessel Leg with Griffin Head and Claw Foot,Vessels,2nd-4th century CE,Roman,images/Roman/Vessels/304246.jpg
187777,Small Footed Redware Dish,Vessels,1st century CE,Roman,images/Roman/Vessels/187777.jpg
289856,Arretine Ware Bowl,Vessels,1st century BCE-1st century CE,Roman,images/Roman/Vessels/289856.jpg
291256,Bottle,Vessels,1st-4th century CE,Roman,images/Roman/Vessels/291256.jpg
292363,Jug,Vessels,3rd century CE,Roman,images/Roman/Vessels/292363.jpg
304096,Basin,Vessels,1st century BCE,Roman,images/Roman/Vessels/304096.jpg
287446,Stamped Amphora Handle,Vessels,2nd century CE,Roman,images/Roman/Vessels/287446.jpg
289770,POTTERY POOR BLACK VARNISH WARE - bowl ?,Vessels,,Roman,images/Roman/Vessels/289770.jpg
288703,Bottle,Vessels,2nd-4th century CE,Roman,images/Roman/Vessels/288703.jpg
187778,Small Redware Dish,Vessels,1st century CE,Roman,images/Roman/Vessels/187778.jpg
289889,Arretine Ware Bowl,Vessels,1st century BCE-1st century CE,Roman,images/Roman/Vessels/289889.jpg
292426,Unguentarium (perfume bottle),Vessels,1st-4th century CE,Roman,images/Roman/Vessels/292426.jpg
287450,Stamped Amphora Handle,Vessels,2nd-3rd century CE,Roman,images/Roman/Vessels/287450.jpg
289808,ROMAN VASE. LIP BROKE-ABOUT SEVEN INCHES HIGH-VERY SLENDER,Vessels,,Roman,images/Roman/Vessels/289808.jpg
291961,Dish,Vessels,2nd-4th century CE,Roman,images/Roman/Vessels/291961.jpg
187780,Redware Dish or Bowl with Black Rim,Vessels,1st century CE,Roman,images/Roman/Vessels/187780.jpg
289891,Arretine Ware Bowl with Stamp of L. Octavius Proclus,Vessels,1st century BCE-1st century CE,Roman,images/Roman/Vessels/289891.jpg
92049,Beaker,Vessels,1st-4th century CE,Roman,images/Roman/Vessels/92049.jpg
287451,Stamped Amphora Handle,Vessels,2nd-3rd century CE,Roman,images/Roman/Vessels/287451.jpg
289870,HORSE'S HEAD. FRAGMENT OF VASE HANDLE.,Vessels,,Roman,images/Roman/Vessels/289870.jpg
188057,Redware Dish or Bowl,Vessels,1st century CE,Roman,images/Roman/Vessels/188057.jpg
291088,Jug,Vessels,1st century BCE-1st century CE,Roman,images/Roman/Vessels/291088.jpg
292953,Jug,Vessels,1st-4th century CE,Roman,images/Roman/Vessels/292953.jpg
287447,Stamped Amphora Handle,Vessels,2nd century CE,Roman,images/Roman/Vessels/287447.jpg
288243,Bowl with Four Lugs,Vessels,2nd century BCE-1st  century CE,Roman,images/Roman/Vessels/288243.jpg
78283,Unguentarium (cosmetic bottle),Vessels,1st-2nd century CE,Roman,images/Roman/Vessels/78283.jpg
291547,Beaker,Vessels,4th-5th century CE,Roman,images/Roman/Vessels/291547.jpg
91876,Candlestick Unguentarium,Vessels,1st-3rd century CE,Roman,images/Roman/Vessels/91876.jpg
288739,Unguentarium (cosmetic bottle),Vessels,3rd-4th century CE,Roman,images/Roman/Vessels/288739.jpg
287827,Stamped Amphora Handle,Vessels,2nd-3rd century CE,Roman,images/Roman/Vessels/287827.jpg
289888,Small Arretine Bowl,Vessels,,Roman,images/Roman/Vessels/289888.jpg
188058,One-handled Beaker,Vessels,1st century CE,Roman,images/Roman/Vessels/188058.jpg
291878,Terra Sigillata Plate with Stamp of Gelli(us),Vessels,1st century BCE-1st century CE,Roman,images/Roman/Vessels/291878.jpg
